categories,id_event,latitude,longitude,timeslot,position_count,cell,activity
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,0,30,9436890,15187
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.4524797,9.1669884,0,30,9436890,15187
Tecnologia,589,45.4527291,9.1679637,0,18,9436890,15187
Installazioni,1454,45.4716661,9.2022398,1,67,9322543,16906
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,1,67,9322543,16906
"Arredo,Product Design",1130,45.471735,9.2020372,1,69,9322543,16906
Arte,1170,45.4727679,9.2023695,1,71,9322543,16906
Installazioni,1454,45.4716661,9.2022398,2,107,9322543,24795
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,2,107,9322543,24795
"Arredo,Product Design",1130,45.471735,9.2020372,2,111,9322543,24795
Arte,1170,45.4727679,9.2023695,2,104,9322543,24795
Installazioni,1454,45.4716661,9.2022398,3,21,9322543,16130
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,3,21,9322543,16130
"Arredo,Product Design",1130,45.471735,9.2020372,3,21,9322543,16130
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,0,0,9322543,6337
"Arredo,Product Design",1130,45.471735,9.2020372,0,0,9322543,6337
"Arredo,Arte",57,45.4707437,9.196161,1,29,9329687,30276
Product Design,983,45.4712698,9.1952523,1,44,9329687,30276
"Arredo,Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1363,45.4711869,9.1957025,1,45,9329687,30276
"Arredo,Arte",57,45.4707437,9.196161,2,98,9329687,51510
Product Design,983,45.4712698,9.1952523,2,156,9329687,51510
"Arredo,Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1363,45.4711869,9.1957025,2,141,9329687,51510
"Arredo,Arte",57,45.4707437,9.196161,3,109,9329687,31687
Product Design,983,45.4712698,9.1952523,3,149,9329687,31687
"Arredo,Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1363,45.4711869,9.1957025,3,161,9329687,31687
"Illuminazione,Product Design",1452,45.4712698,9.1952523,3,149,9329687,31687
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,0,0,9279670,5720
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,1,360,9279670,13523
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,2,203,9279670,18057
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,3,39,9279670,10524
"Arredo,Product Design",1325,45.4539498,9.1589414,1,92,9429737,12649
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,1,212,9429737,12649
"Arredo,Product Design",1325,45.4539498,9.1589414,2,264,9429737,20448
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,2,487,9429737,20448
"Arredo,Product Design",1325,45.4539498,9.1589414,3,77,9429737,18593
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,3,91,9429737,18593
"Arredo,Product Design",1325,45.4539498,9.1589414,0,2,9429737,7579
"Moda,Grafica,Product Design,Tecnologia",1609,45.4641611,9.1903357,2,633,9365424,91779
"Arte,Moda,Grafica,Product Design",1611,45.4646799,9.1907397,2,733,9365424,91779
"Arredo,Illuminazione",1222,45.4649231,9.1911083,2,666,9365424,91779
"Moda,Grafica,Product Design,Tecnologia",1609,45.4641611,9.1903357,3,284,9365424,58350
"Arte,Moda,Grafica,Product Design",1611,45.4646799,9.1907397,3,292,9365424,58350
"Arredo,Illuminazione",1222,45.4649231,9.1911083,3,321,9365424,58350
Cucina,620,45.479739,9.1941237,1,246,9279650,18632
Cucina,620,45.479739,9.1941237,2,85,9279650,25588
Cucina,620,45.479739,9.1941237,3,58,9279650,19349
"Arredo,Cucina,Party",680,45.4797938,9.1937801,3,51,9279650,19349
"Arredo,Bagno,Food & beverage,Party",1338,45.4798159,9.1947756,3,60,9279650,19349
"Architettura,Installazioni,Materiali speciali",1072,45.4618109,9.1867816,3,121,9379717,42341
Architettura,1561,45.4619777,9.1866322,3,92,9379717,42341
"Arte,Living,Product Design",89,45.4518696,9.156274,1,29,9436883,14546
"Arredo,Arte,Grafica",47,45.4518696,9.156274,1,29,9436883,14546
"Arte,Living,Product Design",89,45.4518696,9.156274,2,61,9436883,17708
"Arredo,Arte,Grafica",47,45.4518696,9.156274,2,61,9436883,17708
"Arte,Living,Product Design",89,45.4518696,9.156274,3,22,9436883,19423
"Arredo,Arte,Grafica",47,45.4518696,9.156274,3,22,9436883,19423
"Arte,Living,Product Design",89,45.4518696,9.156274,0,10,9436883,9722
"Arte,Grafica",84,45.467151,9.200865,1,155,9351134,18594
"Arredo,Living",1564,45.467465,9.2004317,1,142,9351134,18594
"Architettura,Arredo,Living",1566,45.467465,9.2004317,1,142,9351134,18594
"Arte,Moda",1513,45.467112,9.2007965,1,164,9351134,18594
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,1,142,9351134,18594
"Arte,Grafica",84,45.467151,9.200865,2,591,9351134,27715
"Arredo,Moda,Installazioni",839,45.467654,9.20036,2,401,9351134,27715
"Arredo,Living",1564,45.467465,9.2004317,2,402,9351134,27715
"Architettura,Arredo,Living",1566,45.467465,9.2004317,2,402,9351134,27715
"Arte,Moda",1513,45.467112,9.2007965,2,614,9351134,27715
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,2,402,9351134,27715
"Arte,Grafica",84,45.467151,9.200865,3,71,9351134,16844
"Arredo,Moda,Installazioni",839,45.467654,9.20036,3,71,9351134,16844
"Arredo,Living",1564,45.467465,9.2004317,3,71,9351134,16844
"Architettura,Arredo,Living",1566,45.467465,9.2004317,3,71,9351134,16844
"Arte,Moda",1513,45.467112,9.2007965,3,69,9351134,16844
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,3,71,9351134,16844
"Architettura,Arredo,Cucina",1295,45.4671105,9.201375,3,65,9351134,16844
Moda,641,45.455059,9.167535,1,162,9422594,22564
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,1,507,9422594,22564
"Arredo,Cucina,Illuminazione,Living,Product Design",651,45.4553399,9.1680979,1,143,9422594,22564
"Illuminazione,Product Design",1104,45.4553399,9.1680979,1,143,9422594,22564
"Altro,Arredo,Cucina,Food & beverage,Illuminazione,Living,Product Design",910,45.4543922,9.1674787,1,466,9422594,22564
Altro,593,45.4552487,9.1676286,1,152,9422594,22564
Moda,641,45.455059,9.167535,2,301,9422594,37061
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,2,822,9422594,37061
"Arredo,Cucina,Illuminazione,Living,Product Design",651,45.4553399,9.1680979,2,279,9422594,37061
"Illuminazione,Product Design",1104,45.4553399,9.1680979,2,279,9422594,37061
"Altro,Arredo,Cucina,Food & beverage,Illuminazione,Living,Product Design",910,45.4543922,9.1674787,2,730,9422594,37061
Altro,593,45.4552487,9.1676286,2,276,9422594,37061
Moda,641,45.455059,9.167535,3,143,9422594,46023
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,3,490,9422594,46023
"Architettura,Arte,Conferenze, workshop,Grafica,Product Design,Tecnologia",647,45.4552079,9.1676746,3,172,9422594,46023
"Arredo,Cucina,Illuminazione,Living,Product Design",651,45.4553399,9.1680979,3,175,9422594,46023
"Illuminazione,Product Design",1104,45.4553399,9.1680979,3,175,9422594,46023
"Altro,Arredo,Cucina,Food & beverage,Illuminazione,Living,Product Design",910,45.4543922,9.1674787,3,396,9422594,46023
Altro,593,45.4552487,9.1676286,3,176,9422594,46023
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,1,1056,9322533,28669
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,1,1056,9322533,28669
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,1,1056,9322533,28669
"Architettura,Arredo,Living",43,45.472395,9.185138,1,937,9322533,28669
"Arredo,Grafica,Living,Product Design",767,45.472395,9.185138,1,937,9322533,28669
"Architettura,Arredo",813,45.472395,9.185138,1,937,9322533,28669
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,1,1236,9322533,28669
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,1,1236,9322533,28669
"Altro,Architettura,Bagno,Cucina",616,45.4720865,9.1861892,1,1216,9322533,28669
"Architettura,Arredo,Cucina,Living,Product Design",902,45.4720865,9.1861892,1,1216,9322533,28669
Product Design,871,45.4728264,9.1867588,1,1203,9322533,28669
"Arredo,Installazioni,Living,Materiali speciali",1593,45.472003,9.1856301,1,927,9322533,28669
"Altro,Arredo",890,45.4721046,9.1863623,1,1225,9322533,28669
"Altro,Arredo",548,45.4721046,9.1863623,1,1225,9322533,28669
"Arredo,Product Design",788,45.472118,9.186466,1,1243,9322533,28669
"Illuminazione,Product Design",722,45.471955,9.18542,1,846,9322533,28669
"Living,Product Design",800,45.4724574,9.1852365,1,1055,9322533,28669
"Arte,Food & beverage,Gioielli,Product Design",752,45.4718754,9.1860375,1,1021,9322533,28669
"Arredo,Living,Product Design",697,45.4716868,9.1860151,1,975,9322533,28669
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",1252,45.4716868,9.1860151,1,975,9322533,28669
Product Design,716,45.47206,9.18607,1,1113,9322533,28669
"Arredo,Esterni,Living,Product Design",789,45.472338,9.1864182,1,1247,9322533,28669
"Altro,Architettura,Arredo,Living,Product Design",691,45.4716588,9.1856902,1,863,9322533,28669
"Altro,Arredo,Living,Product Design,Tecnologia",704,45.4717915,9.1861611,1,1053,9322533,28669
"Arredo,Product Design",733,45.472513,9.1855901,1,1123,9322533,28669
"Bagno,Product Design",703,45.47272,9.18664,1,1212,9322533,28669
Installazioni,1653,45.4726541,9.186198,1,1210,9322533,28669
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,2,2123,9322533,71443
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,2,2123,9322533,71443
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,2,2123,9322533,71443
"Architettura,Arredo,Living",43,45.472395,9.185138,2,2146,9322533,71443
"Arredo,Grafica,Living,Product Design",767,45.472395,9.185138,2,2146,9322533,71443
"Architettura,Arredo",813,45.472395,9.185138,2,2146,9322533,71443
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,2,2402,9322533,71443
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,2,2402,9322533,71443
"Altro,Architettura,Bagno,Cucina",616,45.4720865,9.1861892,2,2165,9322533,71443
"Architettura,Arredo,Cucina,Living,Product Design",902,45.4720865,9.1861892,2,2165,9322533,71443
Product Design,871,45.4728264,9.1867588,2,2329,9322533,71443
"Arredo,Installazioni,Living,Materiali speciali",1593,45.472003,9.1856301,2,2021,9322533,71443
"Altro,Arredo",890,45.4721046,9.1863623,2,2227,9322533,71443
"Altro,Arredo",548,45.4721046,9.1863623,2,2227,9322533,71443
"Arredo,Product Design",788,45.472118,9.186466,2,2210,9322533,71443
"Illuminazione,Product Design",722,45.471955,9.18542,2,1964,9322533,71443
"Living,Product Design",800,45.4724574,9.1852365,2,2169,9322533,71443
"Arte,Food & beverage,Gioielli,Product Design",752,45.4718754,9.1860375,2,2007,9322533,71443
"Arredo,Living,Product Design",697,45.4716868,9.1860151,2,1893,9322533,71443
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",1252,45.4716868,9.1860151,2,1893,9322533,71443
Product Design,716,45.47206,9.18607,2,2083,9322533,71443
"Arredo,Esterni,Living,Product Design",789,45.472338,9.1864182,2,2305,9322533,71443
"Altro,Architettura,Arredo,Living,Product Design",691,45.4716588,9.1856902,2,1845,9322533,71443
"Altro,Arredo,Living,Product Design,Tecnologia",704,45.4717915,9.1861611,2,2037,9322533,71443
"Arredo,Product Design",733,45.472513,9.1855901,2,2265,9322533,71443
"Bagno,Product Design",703,45.47272,9.18664,2,2391,9322533,71443
Installazioni,1653,45.4726541,9.186198,2,2366,9322533,71443
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,3,911,9322533,68019
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,3,911,9322533,68019
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,3,911,9322533,68019
"Architettura,Arredo,Living",43,45.472395,9.185138,3,912,9322533,68019
"Arredo,Grafica,Living,Product Design",767,45.472395,9.185138,3,912,9322533,68019
"Architettura,Arredo",813,45.472395,9.185138,3,912,9322533,68019
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,3,876,9322533,68019
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,3,876,9322533,68019
"Altro,Architettura,Bagno,Cucina",616,45.4720865,9.1861892,3,1012,9322533,68019
"Architettura,Arredo,Cucina,Living,Product Design",902,45.4720865,9.1861892,3,1012,9322533,68019
Product Design,871,45.4728264,9.1867588,3,848,9322533,68019
"Architettura,Arredo,Arte,Esterni,Food & beverage,Installazioni,Party",1300,45.4720985,9.1865812,3,941,9322533,68019
"Arredo,Installazioni,Living,Materiali speciali",1593,45.472003,9.1856301,3,953,9322533,68019
"Altro,Arredo",890,45.4721046,9.1863623,3,989,9322533,68019
"Altro,Arredo",548,45.4721046,9.1863623,3,989,9322533,68019
"Arredo,Product Design",788,45.472118,9.186466,3,979,9322533,68019
"Illuminazione,Product Design",722,45.471955,9.18542,3,878,9322533,68019
"Living,Product Design",800,45.4724574,9.1852365,3,874,9322533,68019
"Arte,Food & beverage,Gioielli,Product Design",752,45.4718754,9.1860375,3,985,9322533,68019
"Arredo,Living,Product Design",697,45.4716868,9.1860151,3,930,9322533,68019
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",1252,45.4716868,9.1860151,3,930,9322533,68019
Product Design,716,45.47206,9.18607,3,1024,9322533,68019
"Arredo,Esterni,Living,Product Design",789,45.472338,9.1864182,3,956,9322533,68019
"Altro,Architettura,Arredo,Living,Product Design",691,45.4716588,9.1856902,3,860,9322533,68019
"Altro,Arredo,Living,Product Design,Tecnologia",704,45.4717915,9.1861611,3,991,9322533,68019
"Arredo,Product Design",733,45.472513,9.1855901,3,954,9322533,68019
"Bagno,Product Design",703,45.47272,9.18664,3,852,9322533,68019
"Arte,Food & beverage,Product Design",1635,45.4720694,9.1861652,3,1013,9322533,68019
Installazioni,1653,45.4726541,9.186198,3,957,9322533,68019
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,0,17,9322533,20161
"Architettura,Arredo,Arte,Esterni,Food & beverage,Installazioni,Party",1300,45.4720985,9.1865812,0,15,9322533,20161
"Illuminazione,Product Design",1508,45.468873,9.202058,1,38,9343987,14664
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,1,38,9343987,14664
Product Design,1502,45.468873,9.202058,1,38,9343987,14664
Product Design,1477,45.468873,9.202058,1,38,9343987,14664
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,1,38,9343987,14664
"Illuminazione,Product Design",1508,45.468873,9.202058,2,149,9343987,21651
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,2,149,9343987,21651
Product Design,1502,45.468873,9.202058,2,149,9343987,21651
Product Design,1477,45.468873,9.202058,2,149,9343987,21651
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,2,149,9343987,21651
"Illuminazione,Product Design",1508,45.468873,9.202058,3,67,9343987,13563
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,3,67,9343987,13563
Product Design,1502,45.468873,9.202058,3,67,9343987,13563
Product Design,1477,45.468873,9.202058,3,67,9343987,13563
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,3,67,9343987,13563
Food & beverage,1492,45.453571,9.16987,1,559,9429743,35212
"Altro,Arte,Food & beverage,Party",1105,45.4540783,9.1692729,1,541,9429743,35212
Moda,1116,45.4539353,9.1689725,1,623,9429743,35212
"Architettura,Arredo,Arte,Installazioni,Living",1286,45.4539353,9.1689725,1,623,9429743,35212
"Architettura,Arredo",1370,45.4539353,9.1689725,1,623,9429743,35212
Food & beverage,1492,45.453571,9.16987,2,886,9429743,46420
"Altro,Arte,Food & beverage,Party",1105,45.4540783,9.1692729,2,864,9429743,46420
Moda,1116,45.4539353,9.1689725,2,991,9429743,46420
"Architettura,Arredo,Arte,Installazioni,Living",1286,45.4539353,9.1689725,2,991,9429743,46420
"Architettura,Arredo",1370,45.4539353,9.1689725,2,991,9429743,46420
Food & beverage,1492,45.453571,9.16987,3,485,9429743,53504
"Altro,Arte,Food & beverage,Party",1105,45.4540783,9.1692729,3,446,9429743,53504
Moda,1116,45.4539353,9.1689725,3,494,9429743,53504
"Architettura,Arredo,Arte,Installazioni,Living",1286,45.4539353,9.1689725,3,494,9429743,53504
"Architettura,Arredo",1370,45.4539353,9.1689725,3,494,9429743,53504
Installazioni,924,45.486377,9.15784,2,18,9243888,18475
Installazioni,924,45.486377,9.15784,3,5,9243888,17231
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design,Tecnologia",635,45.483938,9.243236,1,867,9258235,16081
"Arredo,Arte,Illuminazione,Installazioni,Product Design",631,45.483938,9.243236,1,867,9258235,16081
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,1,867,9258235,16081
"Arredo,Illuminazione,Installazioni,Living,Product Design",636,45.483938,9.243236,1,867,9258235,16081
"Architettura,Arredo,Grafica,Installazioni,Living",637,45.483938,9.243236,1,867,9258235,16081
"Arredo,Cucina,Moda,Grafica,Living,Materiali speciali",938,45.483938,9.243236,1,867,9258235,16081
"Altro,Installazioni,Living,Materiali speciali,Product Design",885,45.483938,9.243236,1,867,9258235,16081
"Altro,Arredo,Installazioni,Product Design",934,45.483938,9.243236,1,867,9258235,16081
"Arredo,Illuminazione,Installazioni,Living,Product Design",1016,45.483938,9.243236,1,867,9258235,16081
"Arredo,Installazioni,Living,Materiali speciali,Product Design",937,45.483938,9.243236,1,867,9258235,16081
"Altro,Product Design,Tecnologia",74,45.483171,9.242659,1,745,9258235,16081
"Arredo,Arte,Grafica,Illuminazione,Installazioni",1514,45.483164,9.242476,1,733,9258235,16081
"Architettura,Arte",1010,45.4832141,9.2426231,1,753,9258235,16081
"Arredo,Arte,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Party,Product Design,Tecnologia",1330,45.4831857,9.2424646,1,738,9258235,16081
"Arredo,Cucina,Moda,Food & beverage,Illuminazione,Product Design",1262,45.48405,9.24288,1,752,9258235,16081
"Altro,Arte,Moda,Giochi, giocattoli,Gioielli,Grafica,Product Design",1266,45.48332,9.24245,1,769,9258235,16081
"Arredo,Illuminazione,Installazioni,Product Design",962,45.4840151,9.2429341,1,763,9258235,16081
"Arredo,Cucina,Illuminazione,Installazioni,Living,Product Design",947,45.4840151,9.2429341,1,763,9258235,16081
"Altro,Illuminazione,Installazioni,Product Design,Tecnologia",964,45.4840151,9.2429341,1,763,9258235,16081
"Altro,Arredo,Grafica,Installazioni,Materiali speciali,Product Design",946,45.4840151,9.2429341,1,763,9258235,16081
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design,Tecnologia",635,45.483938,9.243236,2,1510,9258235,25980
